,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
38825,16,0,0,5,70,10,1,7
38826,1,8,3,0,7,10,1,0
38827,16,0,2,5,40,10,1,4
38828,1,2,3,0,7,10,1,0
38829,4,0,2,3,50,8,1,4
38830,1,0,2,5,14,10,3,4
38831,4,0,2,3,91,8,1,4
38832,4,0,1,3,50,8,1,7
38833,11,25,1,0,43,10,1,0
38834,1,0,9,0,70,2,1,0
38835,1,50,0,0,18,4,1,0
38836,6,0,1,0,24,2,1,0
38837,1,0,5,0,24,2,1,0
38838,7,0,3,0,70,2,1,0
38839,1,0,5,0,9,2,1,0
38840,11,94,1,0,43,10,1,0
38841,15,9,6,7,24,10,1,1
38842,0,18,14,0,7,10,1,0
38843,3,0,2,3,50,8,1,4
38844,4,0,14,7,0,10,1,1
38845,12,7,1,0,44,10,1,0
38846,3,24,10,3,10,4,1,7
38847,4,0,6,3,50,10,1,7
38848,8,0,4,3,16,0,1,7
38849,1,0,9,3,10,6,1,7
38850,7,0,9,3,10,6,1,7
38851,3,0,2,3,34,2,2,5
38852,2,0,2,3,9,12,2,5
38853,2,0,3,3,26,4,1,7
38854,1,0,14,3,9,12,1,7
38855,5,0,2,3,9,12,1,4
38856,0,0,2,3,9,4,2,5
38857,2,0,11,3,9,4,1,7
38858,2,0,0,7,9,4,1,1
38859,6,0,0,1,3,10,3,6
38860,0,82,3,1,7,2,1,6
38861,2,49,0,7,9,4,1,1
38862,1,65,0,1,0,6,1,9
38863,1,0,3,0,70,2,3,0
38864,0,0,2,3,47,10,1,4
38865,10,0,2,3,5,10,1,4
38866,10,0,2,3,48,10,1,4
38867,10,0,0,3,10,10,1,7
38868,10,0,2,3,76,10,1,4
38869,0,78,1,7,11,10,1,1
38870,7,0,0,5,0,2,1,7
38871,1,2,3,1,5,12,1,9
38872,2,54,0,1,2,2,1,6
38873,7,0,5,2,5,6,1,2
38874,0,12,1,2,5,4,1,2
38875,1,0,2,2,47,6,1,2
38876,8,27,0,2,0,4,1,2
38877,12,13,4,2,17,4,1,2
38878,16,0,2,5,14,4,4,4
38879,5,73,5,2,17,4,1,2
38880,4,82,10,7,3,4,1,1
38881,1,18,0,1,3,6,1,9
38882,6,0,2,3,49,6,1,4
38883,2,0,12,3,3,4,1,7
38884,10,0,0,3,7,12,1,7
38885,3,39,2,5,72,10,1,4
38886,0,58,0,7,2,4,1,1
38887,15,0,6,7,51,4,2,5
38888,4,0,6,7,51,4,3,1
38889,0,0,14,3,46,4,1,7
38890,11,5,7,1,39,2,1,6
38891,5,0,2,3,20,10,1,4
38892,5,0,0,3,6,10,2,5
38893,2,0,6,7,24,2,1,1
38894,3,0,2,7,5,2,1,1
38895,0,0,10,1,0,2,2,5
38896,0,4,5,1,20,2,1,6
38897,1,26,8,1,0,14,1,9
38898,7,61,2,1,56,2,1,6
38899,6,58,1,1,0,2,1,6
38900,0,21,3,1,0,2,1,6
38901,16,0,3,1,0,4,1,6
38902,4,0,3,3,0,4,1,7
38903,14,0,1,7,48,10,1,1
38904,1,64,9,3,10,4,1,7
38905,10,0,3,1,20,10,1,6
38906,6,50,1,6,5,10,1,3
38907,7,63,0,0,2,4,1,0
38908,7,0,1,1,6,2,1,6
38909,2,0,2,1,5,4,1,6
38910,0,11,1,1,0,2,1,6
38911,6,41,5,1,0,2,1,6
38912,6,31,1,2,44,6,1,2
38913,8,70,0,0,9,4,1,0
38914,1,28,0,0,18,4,1,0
38915,6,14,1,0,18,4,1,0
38916,3,0,16,0,5,4,1,0
38917,2,28,3,0,75,4,1,0
38918,2,28,10,0,75,4,1,0
38919,1,0,3,0,83,4,3,0
38920,1,37,0,0,18,4,1,0
38921,4,0,2,0,0,6,1,0
38922,1,0,3,0,53,4,3,0
38923,1,0,0,0,32,4,2,5
38924,1,0,2,0,32,4,2,5
38925,6,0,1,1,10,10,1,6
38926,7,38,4,2,3,4,1,2
38927,10,5,0,1,5,6,1,6
38928,4,0,6,7,24,4,1,1
38929,1,98,3,1,1,6,1,9
38930,4,0,6,7,67,4,1,1
38931,2,35,6,7,0,4,1,1
38932,15,7,6,7,24,10,1,1
38933,16,0,0,7,92,4,1,1
38934,1,54,1,0,2,4,2,0
38935,2,2,2,7,11,10,1,1
38936,2,71,6,0,43,10,1,0
38937,2,8,4,7,11,10,1,1
38938,1,5,10,3,10,4,1,7
38939,6,0,1,6,48,10,1,3
38940,0,0,2,6,47,2,1,3
38941,0,0,0,6,0,10,4,3
38942,5,64,0,0,18,10,1,0
38943,6,0,1,0,47,10,1,0
38944,4,77,6,0,7,10,1,0
38945,2,35,1,0,44,10,1,0
38946,1,0,16,0,83,10,1,0
38947,2,0,1,0,70,2,1,0
38948,6,0,1,1,11,4,6,6
38949,3,0,0,1,5,4,1,6
38950,0,8,1,1,67,10,1,6
38951,1,5,5,1,43,4,1,9
38952,4,0,0,7,43,4,1,1
38953,7,2,1,1,3,10,2,6
38954,1,64,2,1,43,4,1,9
38955,1,13,4,2,17,4,1,2
38956,12,13,5,2,13,4,1,2
38957,1,54,1,2,17,4,1,2
38958,1,0,2,5,91,4,2,5
38959,2,0,6,5,48,4,1,4
38960,1,86,3,2,17,4,1,2
38961,1,10,5,2,0,4,1,2
38962,1,59,3,2,20,4,1,2
38963,1,21,6,2,0,4,1,2
38964,1,0,1,6,41,10,2,5
38965,1,0,1,0,75,2,3,0
38966,6,0,3,1,6,2,1,6
38967,5,0,1,0,0,4,6,0
38968,1,90,1,2,4,4,1,2
38969,1,3,1,2,39,4,1,2
38970,6,0,1,6,6,2,2,5
38971,1,0,1,6,41,2,1,3
38972,1,7,1,2,0,4,1,2
38973,2,67,6,7,72,4,1,1
38974,6,12,1,0,6,10,1,0
38975,4,0,3,7,10,2,3,1
38976,0,0,1,0,70,2,1,0
38977,10,0,0,0,43,2,1,0
38978,4,0,0,0,83,2,1,0
38979,5,0,0,0,88,2,1,0
38980,2,0,2,5,48,4,1,4
38981,0,0,2,7,41,4,1,1
38982,3,0,2,5,47,2,1,4
38983,1,3,5,1,17,4,1,9
38984,0,1,2,1,0,2,1,6
38985,1,7,0,1,7,2,1,9
38986,5,0,1,1,11,4,2,5
38987,5,0,12,1,5,2,1,6
38988,1,0,0,1,6,2,1,9
38989,6,63,0,2,7,6,1,2
38990,7,7,0,1,88,2,1,6
38991,0,66,2,2,7,6,1,2
38992,6,35,0,1,56,2,1,6
38993,6,60,1,1,20,2,1,6
38994,2,26,2,2,2,6,1,2
38995,1,0,5,2,15,6,1,2
38996,1,0,2,0,83,4,1,0
38997,15,16,16,0,9,4,1,0
38998,0,15,1,2,8,4,1,2
38999,0,0,3,2,48,4,1,2
39000,3,28,8,0,12,4,1,0
39001,2,0,0,0,91,4,2,5
39002,1,0,3,0,68,4,1,0
39003,1,83,3,0,87,4,1,0
39004,10,54,0,4,17,4,1,8
39005,2,0,6,4,77,4,1,8
39006,6,24,0,0,18,2,1,0
39007,0,8,7,1,1,4,1,6
39008,3,26,9,1,0,4,1,6
39009,0,2,4,1,0,4,1,6
39010,14,0,4,1,10,4,1,6
39011,7,0,8,1,0,4,1,6
39012,6,0,4,1,0,4,3,6
39013,5,0,8,1,0,4,2,5
39014,16,0,4,1,0,4,1,6
39015,1,15,2,1,10,4,1,9
39016,4,0,3,0,70,4,1,0
39017,1,0,1,0,9,4,1,0
39018,1,0,3,0,67,12,1,0
39019,2,0,2,3,64,4,2,5
39020,1,0,12,3,5,12,1,7
39021,4,0,0,3,5,2,2,5
39022,1,0,4,3,1,12,1,7
39023,1,45,2,5,17,6,1,4
39024,16,39,2,5,45,4,2,4
39025,2,0,2,3,20,4,3,4
39026,7,0,4,1,78,6,1,6
39027,6,86,5,2,0,4,1,2
39028,1,9,10,2,21,10,1,2
39029,0,7,1,1,0,6,1,6
39030,4,0,6,7,90,4,1,1
39031,2,0,1,7,0,4,5,1
39032,1,10,1,1,20,6,1,9
39033,10,0,0,7,7,4,1,1
39034,6,38,1,1,11,6,1,6
39035,11,13,1,1,88,6,1,6
39036,0,12,2,1,0,6,1,6
39037,0,0,10,7,5,4,1,1
39038,2,23,0,7,67,4,1,1
39039,1,7,0,2,4,4,1,2
39040,1,90,11,2,4,4,1,2
39041,1,0,1,2,56,4,1,2
39042,1,0,1,2,10,4,6,2
39043,6,47,3,2,13,4,1,2
39044,2,93,3,2,42,4,1,2
39045,0,13,1,2,7,4,1,2
39046,1,13,0,2,20,4,1,2
39047,0,33,2,2,21,4,1,2
39048,1,45,1,2,17,4,2,2
39049,0,0,13,2,5,4,1,2
39050,2,25,4,2,12,4,1,2
39051,1,11,1,2,86,4,1,2
39052,1,91,1,2,17,4,1,2
39053,9,0,3,5,26,4,1,4
39054,6,54,8,2,0,4,1,2
39055,9,0,2,5,26,4,1,4
39056,2,63,2,5,60,4,1,4
39057,10,45,2,5,59,4,1,4
39058,16,0,0,5,41,6,1,7
39059,9,13,5,2,2,6,1,2
39060,2,0,2,3,54,4,1,4
39061,1,1,1,2,2,6,1,2
39062,1,59,3,2,2,6,1,2
39063,1,59,1,2,4,6,1,2
39064,0,69,1,2,35,6,1,2
39065,3,17,10,2,44,6,1,2
39066,16,0,0,5,10,4,2,5
39067,9,45,1,2,13,4,1,2
39068,1,0,4,1,10,12,1,9
39069,1,0,10,2,5,6,1,2
39070,11,0,5,1,0,12,1,6
39071,1,0,1,2,56,6,1,2
39072,6,0,1,2,5,4,3,2
39073,1,0,3,7,1,4,1,1
39074,2,0,8,4,77,4,1,8
39075,2,0,5,4,31,4,1,8
39076,2,88,0,4,5,4,1,8
39077,3,0,0,4,7,4,1,8
39078,2,0,13,4,48,4,2,5
39079,0,0,0,4,48,4,1,8
39080,14,0,8,4,1,6,1,8
39081,14,0,2,5,41,6,1,4
39082,6,0,2,5,52,6,1,4
39083,2,21,12,2,11,4,1,2
39084,8,0,1,2,5,12,1,2
39085,0,0,1,2,5,6,1,2
39086,11,38,1,2,21,6,1,2
39087,11,43,1,2,13,6,1,2
39088,6,26,3,2,0,6,1,2
39089,0,0,3,2,7,6,1,2
39090,13,0,0,5,19,4,1,7
39091,16,0,0,5,74,4,1,7
39092,10,0,2,5,68,4,2,5
39093,0,0,4,1,5,6,2,5
39094,3,38,2,1,3,6,1,6
39095,4,0,2,7,46,6,1,1
39096,0,41,1,1,0,4,1,6
39097,1,0,1,7,1,4,2,5
39098,0,54,5,7,28,6,1,1
39099,10,0,2,7,63,6,2,5
39100,11,0,10,7,63,6,1,1
39101,4,0,1,7,10,6,1,1
39102,3,11,5,1,0,6,1,6
39103,6,11,1,2,18,6,1,2
39104,6,79,5,2,89,6,1,2
39105,6,66,0,2,0,6,1,2
39106,1,93,1,2,3,6,1,2
39107,14,0,7,7,91,10,1,1
39108,0,0,5,7,1,6,1,1
39109,5,0,7,7,44,4,1,1
39110,8,0,0,7,54,4,1,1
39111,5,0,7,7,47,4,1,1
39112,1,0,3,1,6,4,2,5
39113,1,0,3,1,45,4,2,5
39114,1,0,1,1,6,4,5,9
39115,0,0,1,6,24,2,2,5
39116,3,0,5,6,0,2,1,3
39117,12,0,8,6,0,2,1,3
39118,0,1,3,0,18,9,1,0
39119,7,30,4,5,5,7,1,4
39120,1,7,0,5,2,7,1,7
39121,16,9,0,5,83,7,1,7
39122,6,70,0,2,17,7,1,2
39123,9,2,1,0,72,7,1,0
39124,9,10,5,0,1,7,1,0
39125,10,0,0,5,5,7,1,7
39126,3,0,5,7,12,7,1,1
39127,0,0,1,2,6,7,2,5
39128,9,0,6,2,10,7,1,2
39129,1,25,7,2,17,7,1,2
39130,0,0,0,2,7,7,1,2
39131,0,0,1,7,5,7,2,5
39132,6,0,4,0,46,7,1,0
39133,0,0,5,2,0,7,4,2
39134,1,0,3,2,10,7,3,2
39135,1,0,11,7,5,7,1,1
39136,16,31,0,5,63,7,1,7
39137,5,0,2,5,50,0,1,4
39138,2,18,0,7,35,14,1,1
39139,11,0,1,7,6,10,1,1
39140,2,0,6,7,6,10,1,1
39141,2,0,12,3,54,1,2,5
39142,0,46,10,7,2,10,1,1
39143,2,0,2,5,39,9,1,4
39144,16,0,10,5,5,9,1,4
39145,2,0,10,5,11,9,1,4
39146,14,0,2,5,5,9,1,4
39147,1,0,3,5,49,9,1,4
39148,0,0,1,5,63,9,1,4
39149,0,0,2,3,49,3,4,4
39150,1,14,0,4,88,9,1,8
39151,5,0,4,7,68,9,1,1
39152,3,0,8,7,14,9,1,1
39153,2,0,0,5,10,9,1,7
39154,5,0,2,5,0,9,5,4
39155,3,0,2,5,0,9,8,4
39156,1,0,5,3,6,3,3,7
39157,3,0,2,5,49,9,1,4
39158,11,0,6,7,6,9,2,5
39159,1,0,2,5,61,9,1,4
39160,7,0,3,2,10,9,1,2
39161,1,72,1,2,0,9,1,2
39162,1,7,1,2,64,5,1,2
39163,7,22,2,1,5,5,1,6
39164,2,0,1,6,6,5,3,3
39165,8,0,1,6,52,3,1,3
39166,0,0,9,6,47,3,1,3
39167,11,0,4,7,0,9,1,1
39168,2,0,1,6,1,3,1,3
39169,6,0,1,6,48,3,1,3
39170,16,0,2,5,5,9,1,4
39171,6,0,1,2,5,0,5,2
39172,13,0,4,5,10,0,1,4
39173,1,31,1,7,85,8,1,1
39174,13,0,0,5,64,0,1,7
39175,7,60,1,7,18,10,1,1
39176,1,66,2,7,2,14,2,5
39177,13,0,8,5,66,0,1,4
39178,7,0,3,7,85,8,1,1
39179,2,0,10,7,48,0,1,1
39180,1,9,5,7,2,14,1,1
39181,10,34,3,7,18,10,1,1
39182,3,2,10,7,39,8,1,1
39183,7,9,2,7,48,14,1,1
39184,2,0,3,7,76,14,1,1
39185,1,0,1,5,24,0,1,4
39186,5,0,2,5,44,0,2,5
39187,9,0,0,5,6,0,1,7
39188,15,4,0,7,5,0,1,1
39189,16,0,0,5,3,0,2,5
39190,2,0,13,7,77,14,1,1
39191,3,0,12,3,60,1,1,7
39192,4,0,2,3,82,10,2,5
39193,0,0,2,3,27,10,2,5
39194,1,0,2,3,80,10,1,4
39195,12,30,0,1,56,12,1,6
39196,1,0,1,1,18,0,1,9
39197,5,0,2,1,19,0,1,6
39198,2,0,4,7,31,10,1,1
39199,8,28,4,7,2,0,1,1
39200,5,0,1,7,63,2,1,1
39201,1,28,4,7,2,0,1,1
39202,9,0,4,7,48,0,1,1
39203,0,37,4,7,18,0,1,1
39204,4,0,4,7,14,0,1,1
39205,5,0,7,5,0,0,1,4
39206,2,0,0,5,0,0,2,5
39207,3,0,2,5,3,0,1,4
39208,3,58,10,1,39,12,1,6
39209,1,2,0,1,39,12,2,9
39210,5,10,13,1,21,12,1,6
39211,1,13,2,1,4,0,1,9
39212,7,13,0,1,4,0,1,6
39213,10,91,0,7,72,12,1,1
39214,1,60,3,1,6,0,1,9
39215,1,11,5,1,21,0,1,9
39216,3,0,6,7,54,8,1,1
39217,1,45,5,1,4,0,1,9
39218,11,12,6,7,5,8,1,1
39219,1,51,1,1,17,0,1,9
39220,5,0,0,7,68,8,1,1
39221,8,0,0,7,68,8,1,1
39222,4,0,6,7,49,8,1,1
39223,2,0,0,7,38,8,4,1
39224,2,0,6,5,85,0,1,4
39225,1,0,1,3,11,10,2,5
39226,9,78,1,5,32,0,1,4
39227,11,0,2,7,6,8,1,1
39228,5,80,0,5,3,0,1,7
39229,11,0,0,7,34,8,1,1
39230,2,0,2,5,15,0,1,4
39231,9,0,0,5,77,0,1,7
39232,1,5,1,6,1,7,1,3
39233,2,9,0,5,7,9,1,7
39234,0,0,5,2,7,5,1,2
39235,10,0,2,5,54,9,1,4
39236,7,0,5,2,5,9,1,2
39237,7,0,1,2,11,9,1,2
39238,1,45,0,2,42,9,1,2
39239,5,0,2,5,7,9,1,4
39240,1,0,9,3,6,7,1,7
39241,12,0,5,2,32,9,1,2
39242,7,0,4,2,0,9,1,2
39243,0,94,1,1,0,9,1,6
39244,4,0,6,7,10,9,2,5
39245,1,66,4,2,17,7,1,2
39246,10,0,1,2,1,7,1,2
39247,1,0,6,2,7,7,1,2
39248,6,0,3,2,0,7,1,2
39249,1,11,1,2,13,9,1,2
39250,1,12,1,2,42,9,1,2
39251,6,31,1,2,42,3,1,2
39252,3,41,1,2,0,9,1,2
39253,1,42,0,1,21,5,1,9
39254,0,18,1,6,17,9,1,3
39255,3,38,1,7,10,5,1,1
39256,14,53,4,7,1,5,1,1
39257,3,53,0,7,10,5,1,1
39258,16,21,7,5,0,5,1,4
39259,7,0,1,6,52,5,1,3
39260,7,0,1,6,10,3,5,3
39261,4,0,1,6,37,3,1,3
39262,11,0,2,3,14,3,1,4
39263,2,95,2,3,18,3,1,4
39264,10,0,1,6,20,3,1,3
39265,10,0,1,6,0,3,2,5
39266,1,0,3,5,0,9,2,5
39267,0,0,2,5,63,9,3,4
39268,2,0,2,5,43,9,1,4
39269,0,0,2,5,82,9,2,5
39270,4,0,2,3,49,3,1,4
39271,2,0,13,5,24,9,1,4
39272,10,0,0,5,10,9,1,7
39273,4,0,1,5,82,9,1,4
39274,14,0,2,5,11,9,1,4
39275,2,0,2,5,20,9,1,4
39276,9,0,1,7,1,9,1,1
39277,0,14,1,1,21,9,1,6
39278,12,0,7,7,0,5,1,1
39279,5,0,7,7,6,5,3,1
39280,0,0,1,3,6,7,3,7
39281,1,0,1,6,38,7,1,3
39282,1,15,1,1,17,9,1,9
39283,4,12,7,7,7,9,1,1
39284,4,97,0,7,7,9,1,1
39285,4,0,7,7,68,9,1,1
39286,0,0,3,7,5,9,5,1
39287,0,45,2,7,5,9,1,1
39288,3,42,7,7,5,9,1,1
39289,5,0,7,7,5,9,4,1
39290,3,0,0,7,68,3,1,1
39291,11,0,7,7,62,9,1,1
39292,3,0,11,6,20,7,1,3
39293,15,0,0,3,10,3,1,7
39294,11,0,1,6,47,7,1,3
39295,4,0,0,3,10,3,4,7
39296,2,0,6,3,10,9,1,7
39297,0,38,1,6,89,7,1,3
39298,0,0,10,3,70,3,1,7
39299,5,0,2,3,14,7,1,4
39300,2,0,9,3,88,7,1,7
39301,10,0,0,3,60,7,2,5
39302,9,0,2,3,1,9,1,4
39303,1,0,2,6,40,7,1,3
39304,4,0,12,3,3,3,1,7
39305,1,48,1,1,3,9,1,9
39306,7,13,1,1,4,3,1,6
39307,1,13,1,1,21,3,1,9
39308,5,0,6,7,54,9,1,1
39309,1,90,3,7,2,3,1,1
39310,1,0,0,7,10,9,1,1
39311,1,0,4,7,3,9,1,1
39312,7,0,6,7,40,9,1,1
39313,12,0,1,7,40,9,1,1
39314,1,0,8,2,10,9,1,2
39315,2,13,6,7,52,9,2,5
39316,1,0,1,3,6,7,3,7
39317,5,0,0,3,6,7,2,5
39318,0,0,4,7,10,9,2,5
39319,0,0,5,7,47,9,1,1
39320,9,0,1,7,60,9,1,1
39321,1,0,5,7,60,9,1,1
39322,1,0,4,7,60,9,2,5
39323,1,91,1,6,10,7,1,3
39324,1,0,8,6,6,5,1,3
39325,1,25,1,6,6,5,1,3
39326,1,34,0,6,2,3,1,3
39327,5,38,1,6,61,5,1,3
39328,7,11,1,6,5,7,2,3
39329,12,0,1,2,0,9,2,5
39330,14,18,0,2,21,9,1,2
39331,1,0,0,2,85,9,1,2
39332,7,80,5,2,17,3,1,2
39333,1,80,1,1,28,7,1,9
39334,1,90,2,0,4,7,1,0
39335,3,7,2,0,0,7,1,0
39336,5,0,3,0,45,7,1,0
39337,2,0,7,7,11,7,1,1
39338,14,0,1,7,68,7,1,1
39339,7,50,2,1,4,3,1,6
39340,14,0,0,5,54,9,1,7
39341,10,0,0,5,67,9,1,7
39342,1,1,1,7,0,9,1,1
39343,10,0,2,5,67,9,1,4
39344,6,59,3,2,13,9,1,2
39345,12,0,2,7,5,5,1,1
39346,4,0,0,7,5,7,1,1
39347,1,0,5,7,10,7,1,1
39348,1,38,1,2,17,9,1,2
39349,6,90,4,7,2,3,1,1
39350,0,0,3,1,20,3,1,6
39351,3,97,7,7,28,3,1,1
39352,12,0,7,7,0,3,2,5
39353,2,0,1,3,70,9,1,7
39354,1,83,0,3,54,9,1,7
39355,2,0,0,7,3,3,4,1
39356,2,0,7,7,3,3,5,1
39357,5,0,2,7,77,9,1,1
39358,1,80,2,1,4,3,1,9
39359,6,54,2,1,4,3,1,6
39360,1,78,0,1,17,3,1,9
39361,1,86,3,1,17,3,1,9
39362,1,86,4,1,17,3,2,9
39363,3,0,1,6,91,3,1,3
39364,6,50,0,6,24,3,1,3
39365,1,77,0,6,24,3,1,3
39366,0,22,1,2,72,12,1,2
39367,2,0,1,5,46,12,1,4
39368,9,0,4,7,0,3,4,1
39369,0,0,11,7,5,3,1,1
39370,1,0,2,2,0,9,4,2
39371,1,23,2,3,88,9,1,4
39372,1,33,1,0,4,7,1,0
39373,2,38,0,7,12,3,1,1
39374,1,13,5,7,18,3,1,1
39375,2,0,4,7,6,3,1,1
39376,5,0,1,0,0,7,3,0
39377,1,0,4,7,67,3,3,1
39378,5,91,4,7,6,3,1,1
39379,10,0,0,0,45,7,1,0
39380,12,0,1,0,45,7,1,0
39381,5,9,1,0,10,9,1,0
39382,1,0,1,7,5,3,4,1
39383,2,0,0,7,0,9,5,1
39384,12,45,0,7,11,7,1,1
39385,11,0,6,7,1,5,3,1
39386,0,33,1,6,4,3,1,3
39387,0,93,2,5,69,9,1,4
39388,2,7,1,7,5,9,1,1
39389,3,0,3,3,63,9,1,7
39390,1,0,12,3,67,9,1,7
39391,0,0,1,2,3,9,5,2
39392,11,5,0,0,5,3,1,0
39393,1,40,0,2,4,9,1,2
39394,1,0,2,3,21,9,1,4
39395,5,43,0,2,13,9,1,2
39396,6,18,1,2,20,3,1,2
39397,2,51,2,3,5,9,1,4
39398,0,0,0,2,0,9,2,5
39399,1,0,2,3,5,9,2,5
39400,8,0,0,2,3,9,1,2
39401,2,0,12,3,11,9,3,7
39402,0,0,2,3,11,9,3,4
39403,7,90,1,0,4,7,1,0
39404,6,0,3,1,10,5,1,6
39405,1,45,1,1,5,5,1,9
39406,1,93,2,5,56,9,1,4
39407,1,0,0,1,91,5,1,9
39408,1,0,3,0,6,7,1,0
39409,14,0,7,7,11,7,1,1
39410,1,0,3,1,91,7,1,9
39411,1,46,10,1,17,5,1,9
39412,1,7,1,1,83,5,1,9
39413,2,0,0,0,4,7,2,5
39414,0,77,0,7,2,9,1,1
39415,6,15,4,7,5,9,1,1
39416,5,0,2,1,0,5,4,6
39417,0,54,4,7,2,9,1,1
39418,0,70,0,7,2,9,1,1
39419,2,0,3,1,5,5,1,6
39420,9,0,12,5,66,9,1,4
39421,14,0,1,5,69,9,1,4
39422,1,0,1,0,4,3,1,0
39423,0,94,1,0,5,2,1,0
39424,8,0,6,1,0,10,1,6
39425,1,23,1,0,5,2,1,0
39426,5,0,3,0,6,3,2,5
39427,0,0,1,7,21,3,1,1
39428,0,9,0,7,2,9,1,1
39429,9,7,5,7,2,9,1,1
39430,12,45,1,1,54,3,1,6
39431,1,83,3,0,86,3,1,0
39432,1,14,2,1,6,3,1,9
39433,12,0,1,1,5,5,3,6
39434,8,0,2,7,15,9,1,1
39435,1,0,3,2,10,9,1,2
39436,1,8,0,1,5,5,1,9
39437,0,84,3,0,86,3,1,0
39438,1,0,1,2,11,9,1,2
39439,0,22,0,2,7,5,1,2
39440,0,10,1,1,3,7,1,6
39441,0,35,1,1,13,3,1,6
39442,1,0,3,0,86,3,1,0
39443,1,12,3,1,86,3,1,9
39444,1,45,10,1,5,7,1,9
39445,13,0,7,7,80,9,1,1
39446,15,0,6,7,0,9,1,1
39447,1,14,4,4,4,3,1,8
39448,1,40,1,7,17,11,1,1
39449,1,0,1,0,25,0,2,5
39450,15,0,3,0,0,0,1,0
39451,1,73,6,0,47,0,1,0
39452,4,0,6,3,19,4,1,7
39453,14,0,0,5,89,4,1,7
39454,16,0,2,5,25,4,13,4
39455,0,0,10,7,20,4,1,1
39456,6,0,3,7,0,4,1,1
39457,0,0,2,5,73,4,2,5
39458,7,38,6,7,86,12,1,1
39459,2,0,0,7,6,5,2,5
39460,0,0,2,5,0,4,11,4
39461,16,0,2,5,73,4,1,4
39462,3,0,3,5,3,4,1,4
39463,6,0,0,5,0,4,2,5
39464,10,0,2,5,0,4,4,4
39465,2,0,2,5,50,4,2,5
39466,13,0,4,5,5,4,1,4
39467,13,0,0,5,11,4,1,7
39468,16,0,2,5,11,4,3,4
39469,0,1,3,3,18,4,1,7
39470,4,0,0,3,13,4,1,7
39471,11,91,2,3,89,4,1,4
39472,0,0,2,5,10,4,8,4
39473,2,0,1,5,0,4,2,5
39474,4,49,0,3,11,4,1,7
39475,4,0,0,3,19,4,2,5
39476,4,7,0,5,0,4,1,7
39477,4,0,0,3,62,4,1,7
39478,6,0,2,5,41,4,1,4
39479,2,0,3,0,10,10,1,0
39480,2,0,8,0,0,10,1,0
39481,1,71,1,0,32,10,1,0
39482,1,54,3,0,32,10,1,0
39483,12,0,3,3,70,4,1,7
39484,1,0,0,3,68,5,2,5
39485,6,8,1,0,32,10,1,0
39486,9,22,4,3,3,4,1,7
39487,13,0,1,7,70,5,1,1
39488,1,82,0,1,13,5,1,9
39489,1,0,1,7,51,5,1,1
39490,1,0,1,0,40,5,1,0
39491,1,14,0,0,5,6,1,0
39492,4,0,5,0,5,8,1,0
39493,7,21,1,1,0,9,1,6
39494,0,0,5,1,5,9,5,6
39495,2,0,11,7,81,5,1,1
39496,2,0,0,3,66,5,1,7
39497,1,4,2,5,5,5,1,4
39498,1,52,0,0,5,6,1,0
39499,1,0,4,3,62,9,1,7
39500,1,26,2,1,56,5,1,9
39501,5,0,2,5,0,5,4,4
39502,5,13,0,5,0,5,1,7
39503,16,0,2,5,7,5,3,4
39504,4,18,1,7,18,5,1,1
39505,1,26,6,1,39,9,1,9
39506,0,0,2,0,10,9,2,5
39507,16,0,6,5,0,5,3,4
39508,3,0,3,1,77,9,1,6
39509,16,0,0,5,25,5,6,7
39510,2,0,3,0,49,2,1,0
39511,11,0,0,3,5,9,1,7
39512,1,0,1,0,31,14,3,0
39513,0,0,1,0,31,2,2,5
39514,12,0,11,7,51,5,1,1
39515,12,0,3,0,62,10,2,5
39516,1,0,1,7,80,5,1,1
39517,15,0,9,3,51,9,1,7
39518,5,0,3,0,62,10,1,0
39519,1,0,5,7,10,5,3,1
39520,1,54,0,3,11,5,1,7
39521,1,0,10,7,20,5,2,5
39522,3,0,3,0,71,2,1,0
39523,1,14,9,3,66,5,1,7
39524,0,0,3,0,62,2,1,0
39525,9,49,0,1,17,9,1,6
39526,1,0,10,0,0,5,3,0
39527,10,0,0,7,5,5,2,5
39528,7,26,1,0,13,5,1,0
39529,12,0,1,7,5,5,2,5
39530,10,0,6,7,24,5,1,1
39531,8,0,1,7,0,5,1,1
39532,6,0,3,0,24,5,1,0
39533,1,4,1,5,78,5,1,9
39534,7,77,1,1,0,9,1,6
39535,0,0,13,1,0,9,1,6
39536,10,0,0,5,59,5,2,5
39537,0,83,5,1,5,9,1,6
39538,1,91,0,7,2,5,2,5
39539,0,25,3,0,20,6,1,0
39540,0,2,5,0,6,6,1,0
39541,9,13,4,0,5,7,1,0
39542,0,9,1,0,4,9,1,0
39543,9,0,3,1,0,9,2,5
39544,1,0,0,1,1,9,1,9
39545,2,27,1,6,0,3,1,3
39546,11,0,0,6,0,7,1,3
39547,4,65,1,3,56,9,1,7
39548,0,0,11,1,0,9,1,6
39549,5,0,6,1,0,5,2,5
39550,0,0,8,1,1,5,1,6
39551,13,37,1,6,24,7,1,3
39552,2,0,8,6,0,3,1,3
39553,6,0,2,6,49,9,1,3
39554,2,0,2,0,3,9,1,0
39555,1,0,4,6,47,9,1,3
