,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,subject_Cluster_K_Means,subject_Cluster_GMM,vehicle_Cluster_K_Means,vehicle_Cluster_GMM,location_Cluster_K_Means,location_Cluster_GMM,officer_Cluster_K_Means,officer_Cluster_GMM,action_Cluster_K_Means,action_Cluster_GMM,date_Cluster_K_Means,date_Cluster_GMM
135506,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,PROSTITUTION,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,54335,1,0.18571428571428572,543,Boston,0.0,0.7272727272727273,0.8,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,4,3,1,1,23,5,31
56203,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,99731,16,0.17142857142857143,OTHER,Roxbury,0.25,0.8181818181818182,0.5,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,7,4,1,5,2,14,25
4822,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11612.0,102391,8,0.2571428571428571,2893,Boston,0.75,0.8181818181818182,0.26666666666666666,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,12,3,1,4,15,12,40
131090,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,6620.0,51000,2,0.18571428571428572,506,East Boston,0.0,0.36363636363636365,0.9,0,1,0,1,0,1,0,0,1,0,5,23,0,0,0,11,3,1,0,18,3,55
86162,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,11631,16,0.18571428571428572,485,OTHER,0.25,0.36363636363636365,0.5333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,18,14,1,5,22,1,1
78297,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,86124.0,86124,16,0.17142857142857143,4771,Roslindale,0.5,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,2,2,5,10,2,39,3,1,5,22,9,35
131769,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,86845,4,0.2571428571428571,485,OTHER,0.0,0.7272727272727273,0.2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,16,3,1,1,5,6,13
80332,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10845.0,92675,3,0.18571428571428572,485,Roxbury,0.0,0.09090909090909091,0.5333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,8,10,1,5,2,9,15
145631,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2002.0,GREY,DRIVER,MA,11756.0,108891,4,0.18571428571428572,485,Mattapan,0.75,0.0,0.6333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,5,10,0,19,3,1,2,24,9,35
87168,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,62601,16,0.18571428571428572,485,OTHER,0.5,0.6363636363636364,0.7333333333333333,0,1,1,1,1,1,0,0,1,0,1,1,0,0,2,18,3,1,1,5,11,11
100111,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,TOYOTA,2001.0,WHITE,DRIVER,MA,11756.0,106713,4,0.18571428571428572,485,Dorchester,1.0,0.09090909090909091,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,1,28,3,3,1,1,3,4,4,18,15,15
99483,OTHER,1,YES,Black,Light,CONSENT SEARCH,RADIO CALL,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,10965.0,OTHER,5,0.15714285714285714,1350,OTHER,0.75,0.8181818181818182,0.13333333333333333,0,1,1,1,1,1,0,0,1,0,8,6,5,10,0,30,1,3,4,18,6,52
66568,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,9615,1,0.17142857142857143,543,Boston,0.25,0.09090909090909091,0.5,0,1,0,1,0,1,0,0,1,1,2,26,0,0,0,4,3,1,0,7,9,15
11609,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,102951,16,0.18571428571428572,OTHER,Hyde Park,1.0,0.1818181818181818,0.5333333333333333,0,1,0,1,1,1,0,0,1,0,1,28,0,0,2,28,5,4,5,2,9,43
61206,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,92675,3,0.18571428571428572,485,Dorchester,0.25,0.9090909090909091,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,1,28,0,0,1,5,10,1,5,2,12,57
78569,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,FIREARM,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,91925,16,0.18571428571428572,OTHER,Roxbury,0.25,0.36363636363636365,0.7333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,7,3,1,4,4,1,55
16626,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,10327,1,0.17142857142857143,2800,Charlestown,0.5,0.7272727272727273,0.13333333333333333,0,0,0,1,0,1,0,0,1,0,2,26,0,0,0,20,3,4,3,10,6,53
102751,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8237.0,131264,9,0.17142857142857143,822,Jamaica Plain,0.75,0.8181818181818182,0.5,0,1,0,1,0,1,0,0,1,0,2,26,0,0,0,24,3,1,1,5,14,25
40936,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2000.0,BLUE,PASSENGER,MA,10739.0,83788,16,0.18571428571428572,OTHER,Dorchester,0.25,0.6363636363636364,0.03333333333333333,0,0,0,0,1,1,0,0,1,0,1,1,2,13,2,3,25,1,0,18,0,24
28335,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,107106,3,0.18571428571428572,485,Roxbury,0.25,0.5454545454545454,0.26666666666666666,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,8,7,1,0,19,8,0
122181,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,9359.0,90495,10,0.2571428571428571,OTHER,OTHER,0.75,0.8181818181818182,0.9,0,1,0,1,0,1,0,0,1,0,0,0,1,10,0,2,3,1,1,5,5,50
88124,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,DRUGS,HONDA,2000.0,GREEN,DRIVER,MA,11312.0,103611,16,0.18571428571428572,OTHER,Dorchester,0.75,0.1818181818181818,0.3,0,1,0,1,1,1,0,0,1,0,1,28,3,12,2,3,8,4,6,28,7,45
75188,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,1998.0,GREY,DRIVER,MA,8773.0,99776,5,0.18571428571428572,1350,Dorchester,0.75,0.09090909090909091,0.23333333333333334,0,1,0,1,0,0,1,0,1,0,1,1,5,5,1,10,3,1,2,32,4,3
47776,OTHER,1,YES,Black,Brown,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,12104,3,0.2285714285714286,485,Dorchester,0.25,0.09090909090909091,0.8,0,1,1,1,0,1,0,0,1,0,11,9,0,0,1,5,3,1,5,18,15,15
119918,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11359.0,103780,10,0.2571428571428571,OTHER,Dorchester,1.0,0.0,0.26666666666666666,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,40,3,4,5,1,4,30
19491,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,86124.0,102661,16,0.14285714285714285,OTHER,Dorchester,0.75,0.09090909090909091,0.8666666666666667,0,1,0,1,1,0,1,0,1,0,7,5,2,6,2,3,20,4,0,18,15,15
59389,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,103781,5,0.14285714285714285,1350,Dorchester,0.0,0.2727272727272727,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,12,13,0,0,1,10,3,1,5,2,1,10
14106,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,10739.0,75660,16,0.18571428571428572,4562,Boston,0.5,0.6363636363636364,0.8666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,2,6,2,9,3,1,5,16,13,11
126319,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,86201.0,91907,16,0.18571428571428572,485,West Roxbury,0.0,0.2727272727272727,0.26666666666666666,0,1,0,1,0,0,1,0,1,0,1,1,3,3,2,47,28,1,2,15,7,12
46465,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,SICK ASSIST,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,OTHER,8,0.2571428571428571,4771,Roxbury,0.5,0.1818181818181818,0.26666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,46,1,3,4,26,7,45
8981,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,RADIO CALL,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8022.0,10067,6,0.14285714285714285,1350,Dorchester,0.5,0.9999999999999999,0.3666666666666667,0,1,0,0,0,1,0,0,1,0,12,18,0,0,1,34,3,1,6,8,12,21
92871,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86201.0,91889,16,0.18571428571428572,OTHER,Roxbury,0.0,0.9090909090909091,0.9333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,7,3,1,0,18,5,33
58497,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,11631,16,0.18571428571428572,OTHER,Roxbury,0.0,0.4545454545454545,0.8666666666666667,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,7,14,1,0,18,3,23
51631,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10060.0,102949,1,0.14285714285714285,543,Boston,0.5,0.7272727272727273,0.7666666666666667,0,1,1,1,1,1,0,0,1,0,7,5,0,0,0,4,3,1,2,30,5,31
84861,OTHER,1,YES,Black,Dark,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11401.0,115581,7,0.17142857142857143,1033,Brighton,0.75,0.5454545454545454,0.8666666666666667,0,1,0,1,0,1,0,0,1,0,2,26,0,0,0,27,3,1,3,18,13,56
80699,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,50297,8,0.17142857142857143,2893,Boston,0.25,0.5454545454545454,0.5666666666666667,0,1,0,0,0,1,0,0,1,0,2,30,0,0,0,12,3,1,5,22,11,36
98885,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,PUBLIC DRINKING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9375.0,86783,1,0.14285714285714285,543,Boston,0.75,0.5454545454545454,0.16666666666666669,0,1,0,0,0,1,0,0,1,0,7,15,0,0,0,4,3,1,5,23,0,0
111550,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,126475,3,0.18571428571428572,485,Roxbury,1.0,0.0,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,8,3,1,2,13,9,35
133908,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,80411,16,0.15714285714285714,OTHER,Dorchester,0.0,0.6363636363636364,0.1,0,1,0,1,0,1,0,0,1,0,8,6,0,0,2,3,0,0,1,5,0,24
112235,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,96545,4,0.17142857142857143,485,Dorchester,0.0,0.0,0.6333333333333333,0,1,0,0,0,1,0,0,1,0,2,26,0,0,1,1,3,1,5,22,9,35
78227,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,114273,6,0.2571428571428571,2893,Boston,0.75,0.1818181818181818,0.03333333333333333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,43,3,4,4,15,10,45
90819,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,11756.0,99730,4,0.17142857142857143,485,OTHER,0.25,0.4545454545454545,0.6,0,0,1,0,0,1,1,0,1,0,2,2,4,8,0,16,3,1,0,18,1,49
103065,OTHER,1,YES,White,OTHER,REASONABLE SUSPICION,INVESTIGATIVE,A&B,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,10251,8,0.2142857142857143,4771,Roxbury,0.25,0.1818181818181818,0.6333333333333333,0,1,0,1,0,1,0,0,1,0,13,22,0,0,0,46,3,1,1,23,9,43
8427,OTHER,1,YES,Black,Light,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,102366,16,0.15714285714285714,OTHER,Dorchester,0.25,0.8181818181818182,0.16666666666666669,0,1,0,0,0,1,0,0,1,0,8,6,0,0,2,3,3,4,5,18,6,40
39703,OTHER,1,YES,Black,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,98663,16,0.15714285714285714,OTHER,Mattapan,0.5,0.1818181818181818,0.5666666666666667,0,1,0,0,0,1,0,0,1,0,8,6,0,0,2,13,3,1,0,18,9,43
65232,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,83788,16,0.18571428571428572,1350,South Boston,0.5,0.6363636363636364,0.7,0,1,0,0,0,1,0,0,1,1,1,28,0,0,2,0,25,1,0,33,11,11
23599,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,B&E,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8488.0,106672,8,0.1,4771,Roxbury,0.0,0.0,0.26666666666666666,0,1,0,1,0,1,0,0,1,0,9,12,0,0,0,46,3,1,2,23,4,30
25813,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,107106,3,0.18571428571428572,485,Roxbury,0.25,0.09090909090909091,0.7,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,8,7,1,1,5,9,15
103518,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,1998.0,GREY,DRIVER,MA,11756.0,108895,4,0.18571428571428572,485,OTHER,0.75,0.36363636363636365,0.7333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,5,5,0,16,3,4,6,28,1,55
125404,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2000.0,BLUE,PASSENGER,MA,11756.0,116179,4,0.14285714285714285,485,Dorchester,0.75,0.6363636363636364,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,7,5,2,13,1,1,3,1,2,24,11,11
70143,OTHER,1,NO,White,Light,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,91893,8,0.17142857142857143,2893,Boston,0.0,0.5454545454545454,0.9999999999999999,0,1,0,0,0,1,0,0,1,0,10,10,0,0,0,12,3,1,0,19,13,56
86658,OTHER,1,YES,White,Light,REASONABLE SUSPICION,RADIO CALL,PROSTITUTION,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,11690,5,0.2571428571428571,1350,OTHER,0.0,0.36363636363636365,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,30,3,1,6,9,7,39
142584,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2000.0,BLUE,PASSENGER,MA,8835.0,103611,3,0.18571428571428572,485,OTHER,0.0,0.7272727272727273,0.23333333333333334,0,1,0,1,1,1,0,0,1,0,1,1,2,13,0,17,8,4,2,24,8,13
21565,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,102385,1,0.2571428571428571,543,Boston,0.5,0.36363636363636365,0.4666666666666667,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,3,1,3,10,1,39
118063,OTHER,1,NO,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,103789,4,0.14285714285714285,485,Dorchester,0.0,0.1818181818181818,0.13333333333333333,0,1,0,0,1,1,0,0,1,1,4,8,0,0,1,1,3,1,5,22,10,45
69164,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8830.0,11448,10,0.18571428571428572,OTHER,OTHER,0.0,0.0,0.9333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,2,3,4,4,26,15,41
104876,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,102678,2,0.2571428571428571,506,East Boston,0.75,0.09090909090909091,0.03333333333333333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,11,3,4,1,23,4,14
129698,OTHER,1,YES,Black,Light,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11738.0,98640,9,0.15714285714285714,4771,Boston,0.0,0.4545454545454545,0.8666666666666667,0,1,0,1,0,1,0,0,1,0,8,6,3,3,0,38,3,1,2,28,3,23
59243,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,83575,4,0.17142857142857143,485,Roxbury,0.0,0.1818181818181818,0.3666666666666667,0,1,0,1,1,1,0,0,1,0,2,2,0,0,0,25,15,1,0,18,7,43
150803,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86199.0,99774,16,0.17142857142857143,OTHER,Hyde Park,1.0,0.4545454545454545,0.1,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,28,3,1,5,2,0,20
143469,OTHER,1,YES,White,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11612.0,92675,16,0.32857142857142857,OTHER,Dorchester,0.75,0.8181818181818182,0.7,0,1,0,1,0,1,0,0,1,0,6,3,0,0,2,3,10,1,0,18,5,25
80612,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,102951,16,0.18571428571428572,OTHER,Dorchester,0.75,0.8181818181818182,0.9333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,3,5,4,4,18,5,50
94965,OTHER,1,YES,Hispanic,Med,CONSENT SEARCH,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,11521,16,0.18571428571428572,OTHER,Roxbury,0.0,0.4545454545454545,0.8666666666666667,0,1,0,0,0,1,0,0,1,0,5,4,0,0,2,7,3,1,0,18,3,23
107608,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,75653,16,0.17142857142857143,OTHER,Roxbury,0.75,0.6363636363636364,0.03333333333333333,0,1,0,0,0,1,0,0,1,0,2,2,0,0,2,7,3,1,5,22,0,24
93539,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,103611,10,0.18571428571428572,OTHER,OTHER,0.75,0.4545454545454545,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,2,8,4,1,5,8,49
